0	2.636102254	5	1.936649987
0.094	2.656760232	5	1.936603254
0.234	2.694595109	5	1.936927285
0.328	2.746996811	5	1.937551651
0.495	2.811181949	5	1.938611193
0.573	2.885027075	5	1.940042302
0.658	2.966391363	5	1.941756024
0.795	3.053409676	5	1.943760292
0.87	3.144569395	5	1.946439389
0.954	3.238395923	5	1.949423768
1.073	3.333673299	5	1.952396508
1.152	3.429410739	5	1.95549318
1.238	3.524800144	5	1.958625327
1.357	3.619092129	5	1.961752904
1.442	3.711498018	5	1.964792437
1.516	3.801466672	5	1.968201937
1.627	3.888634246	5	1.97208256
1.707	3.972695867	5	1.975987421
1.792	4.053472261	5	1.980253848
1.895	4.130630833	5	1.985339547
1.983	4.203834208	5	1.990284113
2.07	4.273255457	5	1.995474059
2.175	4.338582695	5	2.000525661
2.3	4.400052833	5	2.005598541
2.372	4.457608832	5	2.010707529
2.464	4.511311635	5	2.015466126
2.536	4.561512032	5	2.020358137
2.621	4.608062855	5	2.025001509
2.753	4.651273407	5	2.029704778
2.831	4.69112913	5	2.034386717
2.899	4.727850136	5	2.03906493
2.977	4.761572826	5	2.043790217
3.074	4.792433826	5	2.048705091
3.157	4.820449391	5	2.053328094
3.255	4.845868069	5	2.058336413
3.341	4.868970248	5	2.06348973
3.433	4.889811411	5	2.068715557
3.55	4.908467855	5	2.073627107
3.638	4.925135479	5	2.07840106
3.722	4.939990372	5	2.083300469
3.8	4.953189641	5	2.088219541
3.89	4.964830716	5	2.093080028
3.968	4.975141464	5	2.097384311
4.058	4.984073799	5	2.102021492
4.125	4.991752329	5	2.106708687
4.195	4.998201762	5	2.111616796
4.274	5.003507629	5	2.116582583
4.343	5.008088657	5	2.121737191
4.405	5.011910477	5	2.126566353
4.482	5.014902076	5	2.13162238
4.553	5.017398606	5	2.136711395
4.619	5.0194311	5	2.14193186
4.688	5.02111361	5	2.147174594
4.755	5.022348759	5	2.153031649
4.822	5.023119899	5	2.159176469
4.893	5.023331367	5	2.165337882
4.963	5.023382536	5	2.171259865
5.032	5.02323427	5	2.177053614
5.101	5.022918829	5	2.182266483
5.174	5.02232318	5	2.187566097
5.244	5.021590653	5	2.192682739
5.318	5.020754787	5	2.197719233
5.384	5.019935102	5	2.202853373
5.451	5.019060688	5	2.207805134
5.515	5.018232729	5	2.212534921
5.588	5.017380991	5	2.217776915
5.651	5.016416278	5	2.223335555
5.719	5.015439654	5	2.229054482
5.783	5.014415342	5	2.235131981
5.841	5.013384743	5	2.241156712
5.909	5.012247477	5	2.24737004
5.978	5.011112621	5	2.25362931
6.063	5.010061767	5	2.260108822
6.147	5.009150477	5	2.267301938
6.222	5.008131805	5	2.274575217
6.294	5.007179579	5	2.281717636
6.37	5.006190498	5	2.289134158
6.444	5.005317767	5	2.296469309
6.518	5.004531392	5	2.30400529
6.588	5.003759482	5	2.311671907
6.658	5.002996025	5	2.31896775
6.736	5.002306707	5	2.325840155
6.811	5.001599723	5	2.333024332
6.878	5.000987858	5	2.340118504
6.96	5.000331745	5	2.347046227
7.036	4.999764978	5	2.353838924
7.102	4.999373684	5	2.360887188
7.177	4.999021808	5	2.367638421
7.255	4.99877387	5	2.374211907
7.321	4.998654697	5	2.380416238
7.42	4.998552645	5	2.38668143
7.51	4.9984088	5	2.392511623
7.597	4.998331659	5	2.398206209
7.662	4.998302044	5	2.404022123
7.73	4.998385039	5	2.41014111
7.8	4.998443603	5	2.416004633
7.867	4.998637964	5	2.421996352
7.929	4.998990162	5	2.428012843
8.004	4.999283432	5	2.433753562
8.066	4.999610384	5	2.439533802
8.125	4.999908017	5	2.445863499
8.194	5.000250476	5	2.452120221
8.257	5.00060836	5	2.45830157
8.322	5.000854333	5	2.46454332
8.393	5.000935528	5	2.471011165
8.456	5.000933361	5	2.477832054
8.518	5.001016091	5	2.484749473
8.588	5.000992614	5	2.491452855
8.65	5.000974873	5	2.49816704
8.718	5.000883255	5	2.504991533
8.79	5.000908041	5	2.511562612
8.854	5.000756401	5	2.518713053
8.918	5.000576707	5	2.525586645
9.002	5.000313743	5	2.532424786
9.063	5.000057835	5	2.539516978
9.137	4.999820527	5	2.546604203
9.203	4.999686086	5	2.553928785
9.26	4.999573664	5	2.56150616
9.319	4.999529182	5	2.569085722
9.389	4.999576205	5	2.576682911
9.458	4.999561133	5	2.584125698
9.523	4.999585496	5	2.591273254
9.579	4.999651709	5	2.598158434
9.659	4.999729673	5	2.605222447
9.726	4.999889571	5	2.612134273
9.832	5.000112982	5	2.619036781
9.897	5.000379954	5	2.625624531
9.962	5.000609445	5	2.631869857
10.023	5.000714726	10	2.63804207
10.093	5.044194977	10	2.644212981
10.169	5.124290108	10	2.65003002
10.237	5.234955705	10	2.655524286
10.321	5.370807321	10	2.660871977
10.39	5.527049085	10	2.666334278
10.452	5.699342317	10	2.671549291
10.536	5.883694743	10	2.677005492
10.604	6.076901023	10	2.682382874
10.673	6.275923991	10	2.688208068
10.749	6.478209936	10	2.69395913
10.822	6.681436602	10	2.69989187
10.897	6.883568641	10	2.705829203
10.976	7.083020582	10	2.711539194
11.047	7.278546457	10	2.717100359
11.116	7.468852369	10	2.722511061
11.197	7.653144022	10	2.727647711
11.265	7.830780828	10	2.732805458
11.341	8.001196789	10	2.737925609
11.412	8.163826341	10	2.743314325			
11.485	8.318589485	10	2.748978674
11.556	8.465228711	10	2.754771058
11.639	8.603630168	10	2.760739766
11.702	8.733835879	10	2.766584122
11.766	8.855846085	10	2.772407414
11.841	8.969868445	10	2.777753709
11.902	9.076077062	10	2.783374466
11.973	9.174650012	10	2.789040986
12.046	9.265864887	10	2.794336414
12.109	9.350028112	10	2.799563506
12.168	9.427529203	10	2.804292469
12.243	9.498621579	10	2.808874591
12.312	9.563612296	10	2.813746001
12.376	9.622903253	10	2.818028636
12.435	9.67697882	10	2.82209604
12.501	9.725803687	10	2.826160943
12.567	9.769746992	10	2.82984531
12.629	9.809270653	10	2.833836875
12.694	9.844497792	10	2.837676199
12.762	9.875799664	10	2.84167697
12.823	9.903489995	10	2.845800196
12.887	9.927845088	10	2.850050977
12.95	9.94921491	10	2.854388755
13.017	9.967914403	10	2.858652253
13.084	9.983940749	10	2.863433817
13.146	9.997649016	10	2.868637089
13.211	10.00937721	10	2.873704817
13.269	10.01931216	10	2.878458537
13.333	10.02770966	10	2.883325077
13.404	10.03476858	10	2.888007902
13.469	10.04044683	10	2.89293205
13.527	10.04482914	10	2.897993106
13.592	10.04825272	10	2.903027096
13.659	10.05075652	10	2.907921545
13.726	10.05245981	10	2.912786867
13.788	10.05343115	10	2.918060707
13.849	10.05379766	10	2.92331105
13.91	10.05359382	10	2.928919028
13.978	10.05292282	10	2.934696405
14.041	10.05170515	10	2.940665981
14.097	10.05037566	10	2.947128335
14.177	10.0487695	10	2.953245603
14.239	10.04699939	10	2.960367907
14.317	10.04500168	10	2.967512341
14.411	10.04290833	10	2.974087255
14.488	10.04082488	10	2.980389162
14.555	10.0387447	10	2.987048538
14.64	10.03670261	10	2.993136739
14.727	10.03463063	10	2.998828089
14.789	10.03252185	10	3.004391038
14.871	10.03036666	10	3.010402224
14.981	10.02829592	10	3.016154023
15.063	10.02633181	10	3.021760516
15.131	10.0243863	10	3.027999019
15.197	10.0224556	10	3.034765495
15.265	10.02069885	10	3.041278824
15.335	10.01892876	10	3.04753136
15.403	10.01719664	10	3.053494482
15.478	10.01558552	10	3.059066768
15.541	10.01420811	10	3.065332776
15.594	10.01282219	10	3.071571466
15.674	10.01168457	10	3.07749039
15.734	10.01066141	10	3.08281567
15.794	10.00967439	10	3.08753336
15.869	10.00881463	10	3.092171107
15.935	10.00787992	10	3.0968879
