0	30	0
0.098	30	0
0.202	30	0
0.267	30	0
0.328	30	0
0.406	30	0
0.462	30	0
0.523	30	0
0.575	30	0
0.634	30	0
0.689	30	0
0.753	30	0
0.815	30	0
0.89	30	0.323448911
0.964	30	0.416243921
1.04	30	1.398756006
1.106	30	1.50447422
1.177	30	1.855288811
1.231	30	1.85802299
1.307	30	2.414045577
1.364	30	2.605429791
1.421	30	2.71571885
1.476	30	3.211954559
1.531	30	3.414943831
1.583	30	3.892267562
1.642	30	4.088675516
1.693	30	4.666171692
1.749	30	4.787608298
1.804	30	5.009837115
1.858	30	5.239445677
1.912	30	5.796448482
1.98	30	5.968029987
2.035	30	6.247314543
2.091	30	6.769759406
2.146	30	7.223306052
2.198	30	7.711816844
2.255	30	7.864157211
2.308	30	8.269249329
2.362	30	8.331793082
2.419	30	8.690099879
2.473	30	9.017413698
2.526	30	9.282935672
2.577	30	9.394693631
2.628	30	9.664309471
2.68	30	10.21324813
2.736	30	10.41778043
2.791	30	10.68130734
2.844	30	10.93918106
2.897	30	11.13900985
2.954	30	11.35161021
3.007	30	11.87915207
3.061	30	11.84441562
3.115	30	12.45634164
3.171	30	12.59917258
3.223	30	12.95329916
3.277	30	13.06279074
3.329	30	13.31118211
3.395	30	13.36979571
3.47	30	13.70951596
3.537	30	14.03390497
3.595	30	14.25105945
3.656	30	14.6499708
3.711	30	14.70016437
3.77	30	15.11310863
3.844	30	15.22678601
3.916	30	15.39994738
3.971	30	15.7378225
4.041	30	15.88088308
4.094	30	16.13565477
4.147	30	16.30693161
4.201	30	16.98481544
4.255	30	17.13766537
4.311	30	17.26806845
4.363	30	17.44472968
4.419	30	17.89297349
4.472	30	18.08528996
4.523	30	18.35387736
4.578	30	18.54965843
4.629	30	18.84274736
4.686	30	18.90828429
4.74	30	19.37400771
4.792	30	19.50236581
4.848	30	19.77554091
4.9	30	19.81178959
4.955	30	20.22941144
5.013	30	20.28837547
5.063	30	20.7051542
5.117	30	20.8782574
5.171	30	21.4079066
5.228	30	21.55162461
5.281	30	21.90605801
5.338	30	22.12681057
5.392	30	22.42190764
5.451	30	22.81957912
5.506	30	23.12204929
5.559	30	23.37283424
5.616	30	23.86306383
5.667	30	23.96067852
5.724	30	24.2767434
5.778	30	24.57271719
5.832	30	24.77140687
5.889	30	25.11431782
5.941	30	25.39328206
5.994	30	25.83790095
6.05	30	25.73384979
6.107	30	26.06183761
6.159	30	26.3294808
6.217	30	26.47779565
6.271	30	26.64756823
6.327	30	27.17867622
6.38	30	27.51799831
6.436	30	27.8329446
6.489	30	27.97857498
6.542	30	28.37234452
6.594	30	28.58365554
6.645	30	28.90097668
6.706	30	29.04295233
6.759	30	29.38746096
6.808	30	29.67295829
6.863	30	29.67956476
6.913	30	29.68529036
6.969	30	29.69025255
7.024	30	29.69455312
7.08	30	29.69828027
7.131	30	29.70151047
7.191	30	29.70430998
7.251	30	29.70673622
7.317	30	29.70883896
7.391	30	29.71066134
7.455	30	29.71224073
7.533	30	29.71360954
7.61	30	29.71479584
7.676	30	29.71582397
7.733	30	29.71671501
7.794	30	29.71748725
7.863	30	29.71815652
7.914	30	29.71873655
7.967	30	29.71923925
8.028	30	29.71967492
8.083	30	29.7200525
8.141	30	29.72037974
8.197	30	29.72066335
8.247	30	29.72090914
8.306	30	29.72112216
8.361	30	29.72130678
8.42	30	29.72146678
8.485	30	29.72160544
8.54	30	29.72172562
8.596	30	29.72182978
8.652	30	29.72192005
8.708	30	29.72199828
8.763	30	29.72206608
8.821	30	29.72212484
8.879	30	29.72217577
8.933	30	29.7222199
8.995	30	29.72225815
9.049	30	29.7222913
9.106	30	29.72232003
9.158	30	29.72234493
9.21	30	29.72236651
9.266	30	29.72238522
9.32	30	29.72238522
9.373	30	29.72238522
9.429	30	29.72238522
9.48	30	29.72238522
9.536	30	29.72238522
9.588	30	29.72238522
9.641	30	29.72238522
9.691	30	29.72238522
9.749	30	29.72238522
9.803	30	29.72238522
