0	0	-30
0.138	0	-30
0.235	0	-30
0.308	0	-30
0.385	0	-30
0.45	0	-30
0.506	0	-30
0.564	0	-30
0.619	0	-30
0.675	0	-30
0.725	0	-30
0.779	0	-30
0.832	0	-30
0.893	0	-30
0.95	0	-30
1.007	0	-30
1.055	0	-30
1.112	0	-30
1.161	0	-30
1.224	0	-30
1.284	0	-30
1.352	0	-30
1.412	0	-30
1.477	0	-30
1.527	0	-30
1.604	-0.167296807	-30
1.663	-0.12775467	-30
1.726	-0.698571864	-30
1.791	-0.893876561	-30
1.849	-0.803845161	-30
1.91	-0.747775379	-30
1.967	-1.451126344	-30
2.029	-1.5332351	-30
2.088	-1.711501651	-30
2.151	-2.00730737	-30
2.213	-2.140377024	-30
2.27	-2.172661604	-30
2.33	-2.632966156	-30
2.392	-2.83623164	-30
2.453	-2.972947828	-30
2.519	-2.884505198	-30
2.58	-3.39098609	-30
2.644	-3.490202339	-30
2.705	-3.796435811	-30
2.767	-3.921806941	-30
2.826	-4.282913049	-30
2.888	-4.490707263	-30
2.95	-4.881690448	-30
3.01	-5.050050853	-30
3.073	-5.17584082	-30
3.134	-5.611536004	-30
3.197	-5.802735468	-30
3.251	-5.882709175	-30
3.316	-5.949365584	-30
3.379	-6.650248159	-30
3.449	-6.783664677	-30
3.518	-7.093540438	-30
3.586	-7.267974674	-30
3.663	-7.499041076	-30
3.753	-7.615129441	-30
3.83	-7.985261462	-30
3.898	-8.058035738	-30
3.962	-8.515070196	-30
4.032	-8.650269176	-30
4.088	-9.150287311	-30
4.15	-9.271267626	-30
4.21	-9.926134534	-30
4.27	-10.25492616	-30
4.332	-10.5001129	-30
4.39	-10.37999983	-30
4.451	-10.92431926	-30
4.512	-11.14611213	-30
4.571	-11.31083316	-30
4.635	-11.43891249	-30
4.694	-11.78485517	-30
4.752	-11.93401339	-30
4.813	-12.27564392	-30
4.871	-12.44420029	-30
4.933	-12.68652942	-30
4.993	-12.86826111	-30
5.05	-13.06276624	-30
5.11	-13.29774419	-30
5.169	-13.58899417	-30
5.231	-13.7730221	-30
5.286	-13.88314245	-30
5.353	-14.06974474	-30
5.416	-14.35138143	-30
5.49	-14.3582808	-30
5.558	-14.36426025	-30
5.622	-14.36944245	-30
5.689	-14.37393368	-30
5.763	-14.37782608	-30
5.837	-14.3811995	-30
5.917	-14.38412313	-30
5.983	-14.38665693	-30
6.034	-14.3888529	-30
6.099	-14.39075608	-30
6.154	-14.39240549	-30
6.214	-14.39383499	-30
6.274	-14.39507388	-30
6.337	-14.39614759	-30
6.4	-14.39707814	-30
6.463	-14.39788461	-30
6.536	-14.39858356	-30
6.606	-14.39918931	-30
6.673	-14.39971429	-30
6.733	-14.40016928	-30
6.795	-14.4005636	-30
6.854	-14.40090535	-30
6.917	-14.40120153	-30
6.975	-14.40145822	-30
7.038	-14.40168068	-30
7.103	-14.40187348	-30
7.171	-14.40204058	-30
7.243	-14.4021854	-30
7.315	-14.4023109	-30
7.379	-14.40241968	-30
7.469	-14.40251395	-30
7.555	-14.40259565	-30
7.64	-14.40266645	-30
7.708	-14.40272782	-30
7.777	-14.402781	-30
7.843	-14.4028271	-30
7.903	-14.40286704	-30
7.971	-14.40290166	-30
8.036	-14.40293167	-30
8.101	-14.40295767	-30
8.157	-14.40298021	-30
8.223	-14.40299974	-30
8.285	-14.40299974	-30
8.347	-14.40299974	-30
8.413	-14.40299974	-30
8.475	-14.40299974	-30
8.54	-14.40299974	-30
8.599	-14.40299974	-30
8.656	-14.40299974	-30
8.722	-14.40299974	-30
8.785	-14.40299974	-30
8.85	-14.40299974	-30
8.91	-14.40299974	-30
8.977	-14.40299974	-30
9.039	-14.40299974	-30
9.105	-14.40299974	-30
9.169	-14.40299974	-30
9.228	-14.40299974	-30
9.29	-14.40299974	-30
9.353	-14.40299974	-30
9.418	-14.40299974	-30
9.473	-14.40299974	-30
9.534	-14.40299974	-30
9.592	-14.40299974	-30
9.657	-14.40299974	-30
9.721	-14.40299974	-30
9.786	-14.40299974	-30
9.851	-14.40299974	-30
9.908	-14.40299974	-30
9.968	-14.40299974	-30
10.035	-14.40299974	-30
10.089	-14.40299974	-30
10.151	-14.40299974	-30
10.229	-14.40299974	-30
10.324	-14.40299974	-30
10.399	-14.40299974	-30
10.461	-14.40299974	-30
10.521	-14.40299974	-30
10.583	-14.40299974	-30
10.667	-14.40299974	-30
10.744	-14.40299974	-30
10.805	-14.40299974	-30
10.87	-14.40299974	-30
10.928	-14.40299974	-30
10.994	-14.40299974	-30
11.078	-14.40299974	-30
11.155	-14.40299974	-30
11.215	-14.40299974	-30
11.277	-14.40312281	-30
11.334	-14.40322947	-30
11.398	-14.28607767	-30
11.46	-14.28118552	-30
11.524	-14.68494567	-30
11.589	-14.73078407	-30
11.654	-14.80962778	-30
11.722	-14.92439604	-30
11.781	-15.2044623	-30
11.845	-15.31934693	-30
11.907	-16.03234742	-30
11.972	-16.22554312	-30
12.029	-16.63755125	-30
12.094	-16.8356242	-30
12.155	-17.12359521	-30
12.213	-17.63830846	-30
12.275	-17.8974054	-30
12.332	-18.13172123	-30
12.395	-18.27541754	-30
12.454	-18.58772662	-30
12.519	-18.77469442	-30
12.571	-19.01710963	-30
12.631	-19.10093501	-30
12.691	-19.6060843	-30
12.749	-19.71279555	-30
12.808	-19.98456368	-30
12.865	-20.08413349	-30
12.925	-20.28940074	-30
12.984	-20.35373674	-30
13.042	-20.59658407	-30
13.101	-20.64314584	-30
13.157	-21.15580582	-30
13.218	-21.29413728	-30
13.278	-21.40223847	-30
13.336	-21.41806299	-30
13.392	-21.76608789	-30
13.453	-21.96920727	-30
13.511	-22.09967523	-30
13.571	-22.37440702	-30
13.632	-22.5036927	-30
13.69	-22.635106	-30
13.753	-22.65486536	-30
13.806	-22.88135365	-30
13.863	-22.8856368	-30
13.92	-23.06700382	-30
13.977	-23.09413287	-30
14.044	-23.36632789	-30
14.109	-23.41977194	-30
14.177	-23.53338807	-30
14.25	-23.59565275	-30
14.321	-23.79590373	-30
14.384	-23.80245239	-30
14.48	-23.80812789	-30
14.551	-23.81304666	-30
14.635	-23.8173096	-30
14.708	-23.82100414	-30
14.792	-23.82420608	-30
14.855	-23.82698109	-30
14.918	-23.8293861	-30
14.979	-23.83147045	-30
15.044	-23.83327688	-30
15.106	-23.83484245	-30
15.167	-23.83619928	-30
15.23	-23.8373752	-30
15.293	-23.83839433	-30
15.351	-23.83927758	-30
15.414	-23.84004306	-30
15.474	-23.84070647	-30
15.532	-23.84128143	-30
15.593	-23.84177973	-30
15.653	-23.84221159	-30
15.712	-23.84258587	-30
15.772	-23.84291024	-30
15.833	-23.84319137	-30
15.891	-23.84343501	-30
15.954	-23.84364616	-30
16.014	-23.84382917	-30
