0	0	-3	7.626666667	6	7.626666667	4
0.084	0	-3	7.626666667	6	7.626666667	4
0.146	1.11E-16	-3	7.626666667	6	7.626666667	4
0.224	0	-3	7.626666667	6	7.626666667	4
0.283	-5.55E-17	-3	7.626666667	6	7.626666667	4
0.346	-1.94E-16	-3	7.626666667	6	7.626666667	4
0.399	0	-3	7.626666667	6	7.626666667	4
0.45	2.78E-17	-3	7.626666667	6	7.626666667	4
0.491	-5.55E-17	-3	7.626666667	6	7.626666667	4
0.543	2.78E-17	-3	7.626666667	6	7.626666667	4
0.587	2.78E-17	-3	7.626666667	6	7.626666667	4
0.641	0	-3	7.626666667	6	7.626666667	4
0.682	0	-3	7.626666667	6	7.626666667	4
0.73	1.11E-16	-3	7.626666667	6	7.626666667	4
0.778	8.33E-17	-3	7.626666667	6	7.626666667	4
0.828	-2.78E-17	-3	7.626666667	6	7.626666667	4
0.873	0	-3	7.626666667	6	7.626666667	4
0.929	0	-3	7.626666667	6	7.626666667	4
0.97	-1.11E-16	-3	7.626666667	6	7.626666667	4
1.024	0	-3	7.626666667	6	7.626666667	4
1.068	0	-3	7.626666667	6	7.626666667	4
1.123	8.33E-17	-3	7.626666667	6	7.626666667	4
1.165	8.33E-17	-3	7.626666667	6	7.626666667	4
1.229	8.33E-17	-3	7.626666667	6	7.626666667	4
1.272	8.33E-17	-3	7.626666667	6	7.626666667	4
1.318	1.67E-16	-3	7.626666667	6	7.626666667	4
1.366	-8.33E-17	-3	7.626666667	6	7.626666667	4
1.409	-2.78E-17	-3	7.626666667	6	7.626666667	4
1.454	2.78E-17	-3	7.626666667	6	7.626666667	4
1.5	-2.78E-17	-3	7.626666667	6	7.626666667	4
1.546	5.55E-17	-3	7.626666667	6	7.626666667	4
1.594	-5.55E-17	-3	7.626666667	6	7.626666667	4
1.64	-5.55E-17	-3	7.626666667	6	7.626666667	4
1.688	-2.78E-17	-3	7.626666667	6	7.626666667	4
1.734	8.33E-17	-3	7.626666667	6	7.626666667	4
1.783	1.11E-16	-3	7.626666667	6	7.626666667	4
1.828	-5.55E-17	-3	7.626666667	6	7.626666667	4
1.874	-1.11E-16	-3	7.626666667	6	7.626666667	4
1.918	-5.55E-17	-3	7.626666667	6	7.626666667	4
1.963	-1.11E-16	-3	7.626666667	6	7.626666667	4
2.01	-8.33E-17	-3	7.626666667	6	7.626666667	4
2.051	-8.33E-17	-3	7.626666667	6	7.626666667	4
2.099	-1.11E-16	-3	7.626666667	6	7.626666667	4
2.148	-1.11E-16	-3	7.626666667	6	7.626666667	4
2.194	-1.11E-16	-3	7.626666667	6	7.626666667	4
2.236	-8.33E-17	-3	7.626666667	6	7.626666667	4
2.281	-8.33E-17	-3	7.626666667	6	7.626666667	4
2.324	8.33E-17	-3	7.626666667	6	7.626666667	4
2.368	-8.33E-17	-3	7.626666667	6	7.626666667	4
2.418	-1.11E-16	-3	7.626666667	6	7.626666667	4
2.467	-1.39E-16	-3	7.626666667	6	7.626666667	4
2.515	-1.11E-16	-3	7.626666667	6	7.626666667	4
2.57	-1.11E-16	-3	7.626666667	6	7.626666667	4
2.618	-8.33E-17	-3	7.626666667	6	7.626666667	4
2.667	-1.39E-16	-3	7.626666667	6	7.626666667	4
2.713	-1.11E-16	-3	7.626666667	6	7.626666667	4
2.762	8.33E-17	-3	7.626666667	6	7.626666667	4
2.806	-1.11E-16	-3	7.626666667	6	7.626666667	4
2.853	-1.11E-16	-3	7.626666667	6	7.626666667	4
2.907	-8.33E-17	-3	7.626666667	6	7.626666667	4
2.955	1.11E-16	-3	7.626666667	6	7.626666667	4
2.999	-1.11E-16	-3	7.626666667	6	7.626666667	4
3.043	-8.33E-17	-3	7.626666667	6	7.626666667	4
3.082	1.94E-16	-3	7.626666667	6	7.626666667	4
3.128	8.33E-17	-3	7.626666667	6	7.626666667	4
3.174	-5.55E-17	-3	7.626666667	6	7.626666667	4
3.217	8.33E-17	-3	7.626666667	6	7.626666667	4
3.278	-1.11E-16	-3	7.626666667	6	7.626666667	4
3.338	-5.55E-17	-3	7.626666667	6	7.626666667	4
3.383	8.33E-17	-3	7.626666667	6	7.626666667	4
3.441	2.78E-17	-3	7.626666667	6	7.626666667	4
3.494	-5.55E-17	-3	7.626666667	6	7.626666667	4
3.549	-8.33E-17	-3	7.626666667	6	7.626666667	4
3.592	-1.39E-16	-3	7.626666667	6	7.626666667	4
3.637	2.78E-17	-3	7.626666667	6	7.626666667	4
3.681	-1.11E-16	-3	7.626666667	6	7.626666667	4
3.736	2.78E-17	-3	7.626666667	6	7.626666667	4
3.79	8.33E-17	-3	7.626666667	6	7.626666667	4
3.838	-1.11E-16	-3	7.626666667	6	7.626666667	4
3.904	2.78E-17	-3	7.43087447	6	7.626666667	4
4.01	-1.11E-16	-3	7.38086525	6	7.626666667	4
4.075	-8.33E-17	-3	7.199677273	6	7.626666667	4
4.149	-1.39E-16	-3	6.99538215	6	7.626666667	4
4.267	-2.22E-16	-3	6.653606502	6	7.626666667	4
4.359	-2.50E-16	-3	6.515188158	6	7.626666667	4
4.44	-3.05E-16	-3	6.045268872	6	7.626666667	4
4.491	-4.16E-16	-3	5.957378848	6	7.626666667	4
4.543	-5.69E-16	-3	5.45232031	6	7.626666667	4
4.592	-4.02E-16	-3	5.340132115	6	7.626666667	4
4.652	-7.49E-16	-3	4.931041046	6	7.626666667	4
4.702	-3.43E-15	-3	4.633296714	6	7.626666667	4
4.75	-1.24E-14	-3	4.358955027	6	7.626666667	4
4.799	-6.84E-14	-3	4.050880708	6	7.626666667	4
4.848	-3.83E-13	-3	3.761548988	6	7.626666667	4
4.9	-2.07E-12	-3	3.526559871	6	7.626666667	4
4.951	-1.58E-11	-3	3.26492952	6	7.626666667	4
5.004	-1.40E-10	-3	2.943110103	6	7.626666667	4
5.06	5.28E-09	-3	2.830652268	6	7.626666666	4
5.114	-8.40E-07	-3	2.528974248	6	7.626666794	4
