0	5.55E-17
0.104	0
0.166	-5.55E-17
0.224	2.78E-17
0.294	8.33E-17
0.354	2.78E-17
0.414	2.78E-17
0.459	-8.33E-17
0.506	2.22E-16
0.556	-1.11E-16
0.606	1.94E-16
0.652	1.39E-16
0.706	0
0.75	8.33E-17
0.796	-5.55E-17
0.836	1.39E-16
0.882	-1.11E-16
0.927	1.11E-16
0.969	1.94E-16
1.02	-1.11E-16
1.076	1.11E-16
1.124	2.78E-17
1.166	2.78E-17
1.213	8.33E-17
1.264	-8.33E-17
1.313	-1.11E-16
1.364	3.05E-16
1.438	3.33E-16
1.522	1.11E-16
1.592	3.05E-16
1.643	-1.11E-15
1.702	-1.19E-15
1.75	-2.71E-15
1.796	-7.29E-15
1.846	-2.74E-14
1.893	-8.75E-14
1.94	-3.65E-13
1.99	-1.70E-12
2.035	-1.71E-12
2.081	-1.72E-12
2.126	-1.71E-12
2.173	-1.70E-12
2.223	-1.69E-12
2.272	-1.69E-12
2.314	-1.68E-12
2.359	-1.67E-12
2.401	-1.67E-12
2.445	-1.66E-12
2.49	-1.66E-12
2.535	-1.65E-12
2.582	-1.65E-12
2.627	-1.64E-12
2.667	-1.64E-12
2.712	-1.63E-12
2.76	-1.63E-12
2.805	-1.62E-12
2.85	-1.62E-12
2.892	-1.62E-12
2.933	-1.62E-12
2.98	-1.62E-12
3.02	-1.62E-12
3.062	-1.62E-12
3.106	-1.62E-12
3.147	-1.62E-12
3.192	-1.62E-12
3.234	-1.62E-12
3.279	-1.62E-12
3.327	-1.62E-12
3.371	-1.62E-12
3.421	-1.62E-12
3.464	-1.61E-12
3.513	-1.61E-12
3.562	-1.61E-12
3.61	-1.61E-12
3.653	-1.61E-12
3.698	-1.61E-12
3.748	-1.61E-12
3.793	-1.61E-12
3.836	-1.61E-12
3.881	-1.61E-12
3.927	-1.61E-12
3.969	-1.61E-12
4.015	-1.61E-12
4.064	-1.61E-12
4.109	-1.61E-12
4.151	-1.61E-12
4.196	-1.61E-12
4.246	-1.61E-12
4.286	-1.61E-12
4.332	-1.61E-12
4.377	-1.61E-12
4.419	-1.61E-12
4.464	-1.61E-12
4.511	-1.61E-12
4.553	-1.61E-12
4.597	-1.61E-12
4.643	-1.60E-12
4.698	-1.60E-12
4.752	-1.60E-12
4.808	-1.60E-12
4.87	-1.60E-12
4.925	-1.60E-12
4.981	-1.60E-12
5.051	-1.60E-12
5.123	-1.60E-12
5.178	-1.60E-12
5.236	-1.60E-12
5.29	-1.60E-12
5.338	-1.60E-12
5.395	-1.60E-12
5.451	-1.60E-12
5.5	-1.60E-12
5.546	-1.60E-12
5.588	-1.60E-12
5.638	-1.60E-12
5.688	-1.60E-12
5.732	-1.60E-12
5.781	-1.60E-12
5.831	-1.60E-12
5.878	-1.60E-12
5.924	-1.60E-12
5.967	-1.60E-12
6.014	-1.60E-12
6.063	-1.60E-12
6.115	-1.59E-12
6.162	-1.59E-12
6.211	-1.59E-12
6.255	-1.59E-12
6.299	-1.59E-12
6.349	-1.59E-12
6.399	-1.59E-12
6.444	-1.59E-12
6.494	-1.59E-12
6.54	-1.59E-12
6.586	-1.59E-12
6.631	-1.59E-12
6.674	-1.59E-12
6.716	-1.59E-12
6.77	-1.59E-12
6.822	-1.60E-12
6.863	-1.60E-12
6.906	-1.60E-12
6.949	-1.60E-12
6.999	-1.60E-12
7.048	-1.60E-12
7.097	-1.60E-12
7.144	-1.60E-12
7.186	-1.60E-12
7.233	-1.60E-12
7.281	-1.60E-12
7.328	-1.60E-12
7.373	-1.60E-12
7.42	-1.60E-12
7.464	-1.60E-12
7.512	-1.60E-12
7.554	-1.60E-12
7.599	-1.60E-12
7.644	-1.60E-12
7.688	-1.60E-12
7.738	-1.60E-12
7.788	-1.60E-12
7.832	-1.60E-12
7.879	-1.60E-12
7.926	-1.60E-12
7.97	-1.60E-12
8.014	-1.60E-12
8.054	-1.60E-12
8.099	-1.60E-12
8.142	-1.60E-12
8.188	-1.60E-12
8.232	-1.60E-12
8.281	-1.60E-12
8.328	-1.60E-12
8.373	-1.60E-12
8.418	-1.60E-12
8.462	-1.60E-12
8.505	-1.60E-12
8.552	-1.60E-12
8.6	-1.60E-12
8.647	-1.60E-12
8.695	-1.60E-12
8.741	-1.60E-12
8.785	-1.60E-12
8.828	-1.60E-12
8.87	-1.60E-12
8.92	-1.60E-12
8.966	-1.60E-12
9.016	-1.60E-12
9.076	-1.60E-12
9.119	-1.60E-12
9.17	-1.60E-12
9.218	-1.60E-12
9.264	-1.60E-12
9.312	-1.60E-12
9.359	-1.60E-12
9.405	-1.60E-12
9.448	-1.60E-12
9.49	-1.60E-12
9.533	-1.60E-12
9.579	-1.60E-12
9.623	-1.60E-12
9.667	-1.60E-12
9.704	-1.60E-12
9.753	-1.60E-12
9.799	-1.60E-12
9.846	-1.60E-12
9.892	-1.60E-12
9.938	0.004280855
9.997	0.02535183
10.05	0.020876693
10.102	0.025816346
10.159	0.00489656
10.224	0.016203032
10.279	0.046057405
10.327	0.064885901
10.375	0.079411821
10.435	0.076898373
10.496	0.104898444
10.564	0.153711827
10.615	0.164964273
10.667	0.158364376
10.725	0.174113485
10.781	0.191408863
10.837	0.166840849
10.886	0.215028191
10.938	0.203657486
10.99	0.189161736
11.049	0.180020244
11.101	0.178119348
11.154	0.162997224
11.213	0.145682447
11.269	0.160491027
11.346	0.162404298
11.402	0.178707049
11.454	0.149476829
11.515	0.159066099
11.569	0.177761844
11.633	0.183829012
11.685	0.191759647
11.751	0.148055033
11.81	0.155060903
11.87	0.141220395
11.935	0.190328307
11.991	0.222768214
12.052	0.201608576
12.116	0.238074505
12.183	0.24487357
12.24	0.274664772
12.302	0.311496401
12.366	0.338142929
12.425	0.380182203
12.487	0.372150216
12.551	0.370397009
12.618	0.329750822
12.734	0.394822588
12.794	0.311250722
12.853	0.369806095
12.918	0.40866357
12.975	0.47239646
13.047	0.449185672
13.106	0.455306897
13.179	0.47197674
13.244	0.471502487
13.305	0.451439055
13.37	0.447383612
13.436	0.437644077
13.502	0.477350434
13.559	0.527831055
13.621	0.55566695
13.685	0.585710794
13.747	0.593461076
13.802	0.586812389
13.862	0.598734863
13.918	0.595695607
13.972	0.604926679
14.022	0.605454867
14.08	0.616683615
14.136	0.618430694
14.189	0.627017243
14.24	0.628900434
14.291	0.630767109
14.341	0.630996254
14.393	0.630988443
14.442	0.63312946
14.499	0.636006007
14.552	0.641284844
14.612	0.646440714
14.664	0.64914716
14.719	0.655462385
14.774	0.662057455
14.829	0.664600921
14.883	0.676027575
14.937	0.684091151
14.993	0.695317575
15.043	0.706338508
15.1	0.717149244
15.154	0.716712992
15.21	0.7170041
15.259	0.714747274
15.308	0.715269289
15.363	0.716214666
15.417	0.716587188
15.476	0.718810025
15.539	0.71940767
15.607	0.717929982
15.676	0.716920929
15.732	0.713177482
15.794	0.709013573
15.882	0.705468875
15.955	0.703026984
16.028	0.700650201
16.088	0.7034684
16.149	0.706917158
16.218	0.709105485
16.279	0.712106107
16.328	0.715053079
16.377	0.717465106
16.427	0.718418558
16.475	0.717714473
16.526	0.716746974
16.576	0.716290247
16.624	0.713818571
16.678	0.713519594
16.727	0.71331631
16.783	0.712778147
16.837	0.713142873
16.891	0.713943231
16.943	0.716033909
16.993	0.719345836
17.043	0.723748898
17.091	0.728608716
17.143	0.733793746
17.192	0.736747314
17.24	0.739561855
17.3	0.740897153
17.352	0.743538167
17.407	0.745403469
17.456	0.745941148
17.508	0.746255006
17.561	0.746544597
17.615	0.746796028
17.664	0.746959664
17.711	0.747077528
17.763	0.747170784
17.812	0.747257988
17.864	0.747329446
17.914	0.747399993
17.965	0.747467412
18.018	0.747544447
18.069	0.747590464
18.123	0.747630487
18.174	0.747669469
18.224	0.74782189
18.276	0.747943682
18.324	0.74812979
18.376	0.748274568
18.425	0.748381558
18.473	0.748395503
18.524	0.748541765
18.576	0.748445169
18.632	0.748460049
18.677	0.748359355
18.728	0.748215052
18.778	0.748187659
18.83	0.748239694
18.877	0.748264414
18.928	0.748303487
18.979	0.748352242
19.027	0.748409938
19.077	0.748474175
19.124	0.748539318
19.176	0.748602724
19.225	0.748668164
19.277	0.747392536
19.337	0.743928351
19.392	0.738563773
19.447	0.72500622
19.497	0.713762993
19.545	0.703669189
19.599	0.69266629
19.651	0.676992221
19.706	0.659096675
19.762	0.636389006
19.812	0.610044518
19.868	0.584062439
19.923	0.563439621
19.977	0.539760855
20.025	0.527909592
20.105	0.5256314
20.175	0.522446083
20.251	0.519638414
20.305	0.517285438
20.36	0.51593564
20.409	0.515140156
20.466	0.514943393
20.514	0.51469592
20.558	0.514393535
20.615	0.514126612
20.659	0.513809263
20.71	0.513502921
20.767	0.513209675
20.817	0.512937899
20.864	0.512697599
20.911	0.512502542
20.967	0.51237085
21.017	0.512255917
21.065	0.512228311
21.112	0.512215344
21.159	0.512215832
21.214	0.512200188
21.266	0.512188222
21.317	0.512180556
21.371	0.51217492
21.424	0.512174418
21.479	0.512176255
21.529	0.51217973
21.586	0.512182133
21.641	0.512182253
21.694	0.512186131
21.746	0.512191992
21.801	0.512197822
21.856	0.512204053
21.91	0.512209458
21.958	0.512214317
22.008	0.512219185
22.062	0.512223618
22.111	0.51222775
22.161	0.512231459
22.211	0.512235045
22.262	0.512238639
22.312	0.512242447
22.359	0.512245565
22.413	0.512247239
22.461	0.512248973
22.509	0.512251298
22.559	0.512253196
22.614	0.51225444
22.661	0.512255735
22.711	0.512256832
22.76	0.512257752
22.808	0.512258445
22.857	0.512259652
22.911	0.512260218
22.962	0.512260692
23.011	0.512261246
